分公司,商户类型,商户号,商户名称,交易笔数,交易金额,优惠交易笔数,用户数
总公司,信用卡还款,001980099990002,银联转账（云闪付）,448384,1305862105.51,104963,340346
总公司,转账或信用卡还款,001980099990002,银联转账（云闪付）,448384,1305862105.51,104963,340346
总公司,信用卡还款,307980094985840,平安信用卡中心还款业务(深圳),71188,402190189.61,12985,63426
总公司,信用卡还款,303980094985841,光大卡中心信用卡还款（深圳线上）,66984,367542531.47,11745,57879
总公司,信用卡还款,302980094985840,中信银行信用卡还款(深圳),63916,341047734.92,11113,59137
总公司,信用卡还款,310980094985842,浦发银行信用卡还款,47891,246937763.53,9281,42462
深圳,信用卡还款,886584060129993,招行信用卡还款,43944,344372648.82,7523,40842
总公司,信用卡还款,306980094985840,广发信用卡还款(深圳),43101,371606389.8,7018,38459
总公司,信用卡还款,304980094985840,华夏银行信用卡中心,40270,208487987.76,8143,36043
深圳,信用卡还款,886584060129963,民生银行,38095,240455636.72,6445,34321
北京,外部商户,104100554111444,京东商城平台商户,34793,9818421.35,10626,28967
总公司,信用卡还款,309980094985840,兴业银行信用卡还款,33341,256623589.31,5058,30677
总公司,公共缴费,303440149000003,光大股份有限公司,25898,387133.29,22433,23641
上海,外部商户,802080290000015,中国铁路网络有限公司,24945,4894367.53,10881,21217
天津,外部商户,802120041110500,云闪付乘车码,21052,43801.01,5602,17531
总公司,充值,802301048140001,欧飞(移动),13060,899328.39,6127,12135
上海,外部商户,898310172110109,U净,13007,18799.47,12010,12069
青岛,外部商户,898053289990086,浙江集享电子商务有限公司,12700,1130852.53,12460,9566
上海,外部商户,937310053110017,唯品会,11231,3150466.01,2972,9792
浙江,外部商户,822331041310017,杭州市公共交通集团（电子客票）,9912,25982.64,3812,9771
总公司,信用卡还款,413980094980001,广州互联网还款,9425,64246310.26,1252,8299
北京,外部商户,898111953111590,京东到家,8685,731017.7,8304,6841
上海,外部商户,301310047220005,携程旅行网,7937,7935258.14,1760,6141
厦门,外部商户,898352241110101,(特约)厦门轨道交通集团有限公司,7481,21332.54,652,4915
总公司,充值,103330148140003,浙江开心果网络科技有限公司（移动）,6422,456411.44,3181,6006
贵州,公共缴费,443701092220174,（特约）贵州交罚,5576,453944.3,473,2328
厦门,外部商户,898352273991738,依然洁（自助洗衣）（云闪付）,4977,7257.14,4971,4972
总公司,信用卡还款,401980094985840,上海银行信用卡中心还款业务(深圳),4719,19221291.88,1026,4286
江苏,外部商户,949300053110002,悦趣科技,4208,322069.93,334,1626
河北,外部商户,898130675120169,欧拉信息服务有限公司,3655,33228.43,3028,3074
北京,外部商户,898111953990224,多点,3639,175862.71,2811,3336
福建,公共缴费,008350183980012,福建省电信有限公司,3568,13085.75,3035,3336
宁夏,外部商户,898640153991433,多点新鲜（北京）电子商务有限公司,3271,243891.5,3045,2862
福建,公共缴费,008350757220003,福建移动通信有限责任公司南平分公司,3188,932.25,3124,2991
广东,外部商户,607441075120202,深圳万顺叫车云信息技术有限公司,3161,1727485.03,144,481
福建,公共缴费,008350457220003,福建省移动通信有限责任公司三明分公司,3147,1249.03,3040,2932
总公司,信用卡还款,586410194980002,中原银行股份有限公司信用卡还款,2996,10207164.51,538,2730
山东,公共缴费,898053649000010,国网山东省电力公司,2894,207063.8,2451,2624
总公司,信用卡还款,321000194980002,汇丰银行互联网还款,2852,14575711.52,421,2543
浙江,外部商户,906330153110032,网易严选,2781,727006.72,2735,2490
辽宁,公共缴费,826221049004053,国网辽宁省电力有限公司沈阳供电公司,2667,24310.97,2483,2499
总公司,信用卡还款,316000194983000,浙商银行互联网还款,2624,14442132.39,584,2330
河南,公共缴费,898410149000103,河南电力缴费,2591,306677.92,2114,1905
湖北,外部商户,105521000004361,湖北省公安交通管理局,2488,319591.26,336,1421
总公司,充值,802301048140002,欧飞(电信),2477,189383.14,1137,2330
北京,外部商户,898110254993961,美菜网(食品销售)(云闪付),2222,459656.22,2203,1663
黑龙江,外部商户,102230192220001,(特约)黑龙江省交警总队,2215,219983.55,331,1245
江苏,外部商户,898320554992444,食行生鲜（综合零售）（云闪付）,2187,83767.98,815,1577
北京,外部商户,104100554111443,京东商城平台商户,2180,169008.04,0,1245
河南,外部商户,802410042150500,（特约）UU跑腿同城配送,2160,48498.28,2139,1720
总公司,充值,802301048140003,欧飞(联通),2131,137299.7,1069,2019
北京,外部商户,817100058141129,（特约）美团点评,2039,85578.98,440,1932
四川,外部商户,103510148991003,成都天府通金融服务股份有限公司,2006,42689.06,432,1957
大连,外部商户,898210275120200,曹操出行（实时）,1940,34506.08,394,1595
北京,外部商户,898111953990221,多点,1815,126805.28,1730,1613
总公司,信用卡还款,490130794981001,张家口银行信用卡还款,1811,6920432.9,305,1608
总公司,信用卡还款,442980094989800,哈尔滨银行信用卡中心(),1808,8768024.59,300,1596
陕西,外部商户,103790049000002,陕西省财政厅,1781,205016.03,182,952
上海,外部商户,802310053113338,学志（深圳）教育科技有限公司,1766,3629.57,1766,1766
总公司,信用卡还款,320980094985840,东亚银行信用卡中心,1752,8052566.47,281,1581
总公司,信用卡还款,450452094980651,青岛银行信用卡还款,1728,6973045.75,288,1603
辽宁,外部商户,898210141120019,辽宁新天地铁科技有限公司,1663,40826.03,333,1642
安徽,公共缴费,898340849000159,安庆港华燃气,1601,3530.19,1582,1500
总公司,信用卡还款,508300094980001,江苏银行互联还款,1579,7239619.39,620,1479
总公司,信用卡还款,443701094980087,贵阳银行信用卡还款,1546,4173647.98,233,1412
湖南,外部商户,918551048140005,中国移动,1481,86399.32,624,1382
天津,服务类,827100072110001,海尔洗衣（洗熨）（云闪付）,1439,4062.91,1166,1210
辽宁,外部商户,898210192220009,（特约）沈阳市公安局交通警察支队,1433,187478.82,155,680
总公司,信用卡还款,440980094983600,徽商银行信用卡中心,1431,4420725.19,442,1318
总公司,信用卡还款,417980094982210,盛京银行信用卡中心,1403,4087242.92,329,1274
总公司,充值,103330148160003,浙江开心果网络科技有限公司（电信）,1376,114134.65,660,1284
浙江,外部商户,906330148160038,梦幻西游藏宝阁,1367,611759.7,101,875
四川,外部商户,896650053110091,河南泓之祥网络科技有限公司,1364,149116.98,23,688
总公司,信用卡还款,449161094980002,晋商银行信用卡还款,1347,4614286.32,289,1199
大连,外部商户,898210292220114,大连市公安局交通警察支队,1341,174441.87,198,701
北京,外部商户,898111953990231,多点,1327,77112.85,1162,1123
内蒙古,公共缴费,898150249000007,（特约）内蒙古电力包头供电局,1315,6574,1247,1183
总公司,信用卡还款,429330194980001,浙江农信互联还款,1315,3305772.66,431,1204
总公司,信用卡还款,479980094985840,包商银行信用卡中心,1311,6304462.79,233,1171
湖南,公共缴费,898430349000097,国网湖南省电力有限公司湘潭供电分公司,1303,71767.37,1125,1182
福建,公共缴费,008350157220003,中国移动通信集团福建有限公司福州分公司,1298,2503.7,761,1220
四川,服务类,898510192220016,四川银联交警认缴后端商户,1287,171009.32,110,560
总公司,信用卡还款,448421094989999,江西银行信用卡还款,1267,5620425.93,312,1151
广东,外部商户,896580053110296,武汉澳淄茂科技有限公司,1252,120764.07,24,504
黑龙江,外部商户,896260053110533,西安妙联怡商贸有限公司,1250,107537.13,28,458
广东,外部商户,896580053110292,陕西鹏泰美商贸有限公司,1188,132216.11,25,528
新疆,外部商户,898650193990152,新疆财政非税缴费,1183,198626.84,117,779
黑龙江,外部商户,896260053110531,西安拢茗科商贸有限公司,1176,99426.63,32,457
黑龙江,外部商户,896260053110526,陕西大宇芊信息科技有限公司,1173,114387.29,18,496
总公司,信用卡还款,435491094980002,郑州银行信用卡还款,1154,4182872.7,204,1026
黑龙江,外部商户,896260053110458,武汉绿熙科技有限公司,1136,126767.82,27,536
上海,外部商户,898319853111173,i百联（百货）（云闪付）,1117,93133.57,1076,811
大连,外部商户,802210253110511,蜗牛睡眠,1091,291.83,1091,1091
总公司,外部商户,104044653111061,EMEDIA,1061,214456.31,0,895
深圳,外部商户,898440355410714,深圳易加油信息科技有限公司,1059,222248.29,1009,1042
黑龙江,外部商户,896260053110532,西安罗洋商贸有限公司,1055,96840.15,19,346
四川,外部商户,898510192220011,四川省交通罚没,1042,117262,13,124
总公司,信用卡还款,319980094989801,花旗还款互联网,1004,7884000.71,186,890
江苏,外部商户,950320157220013,苏宁易购,1003,580176.92,471,894
北京,外部商户,104110548991190,北京嘉信浩远信息技术有限公司（去哪儿网）,1002,991556.4,293,922
浙江,外部商户,906330153110042,考拉海购,986,174705.22,209,617
黑龙江,外部商户,896260053110575,河南裕泰达鑫商贸有限公司,945,97661.41,21,533
上海,外部商户,802310053113477,伊美度吧,927,1704.74,927,927
广东,外部商户,896580053110371,西安安帅服饰商贸有限公司,917,101340.26,32,426
上海,公共缴费,310310049003146,上海付费通信息服务有限公司电费缴付,915,107710.09,525,826
上海,外部商户,105290075110414,中国（上海）电动汽车租赁官网,905,257919.43,233,778
总公司,信用卡还款,448640094980002,海口农商行信用卡还款,878,3255229.87,199,764
总公司,充值,103330148140002,浙江开心果网络科技有限公司（联通）,871,56745.08,392,828
福建,公共缴费,008350657220003,福建移动通信有限责任公司漳州分公司,853,2208.28,635,813
广东,外部商户,898440145110249,中国南方航空,842,1135393.44,592,627
黑龙江,外部商户,896260053110527,陕西迪宸兴信息科技有限公司,832,81187.15,15,359
黑龙江,外部商户,896260053110457,武汉林霆商贸有限公司,828,88613.67,26,413
福建,服务类,309350193110003,国家税务总局福建省税务局,786,197496.66,783,411
四川,公共缴费,898510148140163,荟生活,784,92091.9,320,722
广东,外部商户,896580053110161,广州高垒贸易有限公司,768,69322.41,13,281
湖南,公共缴费,898430149000002,行业商户（电力）,751,40075.09,506,679
总公司,信用卡还款,559521094980003,武汉农商行互联还款,732,2654616.28,158,675
福建,公共缴费,008350557220003,福建省移动通信责任有限公司泉州分公司,723,2663.5,256,678
广东,外部商户,896580053110303,海南奇占英汽车服务有限公司,702,126820.74,8,336
总公司,信用卡还款,311290094988001,恒丰银行互联网还款,691,3735779.89,117,608
青岛,外部商户,898053255410020,特来电新能源有限公司（充电站）,690,13533.76,85,521
黑龙江,外部商户,896260053110561,陕西松威网络科技有限公司,689,88835.24,22,350
黑龙江,外部商户,896260053110459,武汉钦汶商贸有限公司,682,128261.92,9,335
安徽,服务类,898340193110143,安徽省统一公共支付平台,678,264033.08,46,290
大连,外部商户,898210278320242,万达电影股份有限公司,673,28139.45,178,595
总公司,信用卡还款,505581094980001,广州农商互联还款,670,3484234.19,88,596
云南,外部商户,896730053110067,淄博桂芹经贸有限公司,665,86176.12,21,324
福建,公共缴费,008350857220003,福建移动通信有限责任公司龙岩分公司,664,458.65,611,629
总公司,信用卡还款,408980094985840,宁波银行信用卡还款（深圳）,663,4075384.02,222,603
上海,外部商户,104310058133386,星巴克（上海）,660,45353.44,201,636
黑龙江,外部商户,896260053110460,武汉赛苏商贸有限公司,651,86051.64,9,315
大连,公共缴费,001210249000099,辽宁省电力有限公司大连供电公司,641,13994.25,583,594
上海,外部商户,104310058136632,星巴克,634,115754.33,196,617
黑龙江,外部商户,896260053110540,西安易通百商贸有限公司,621,68714.67,12,240
天津,公共缴费,898120049000600,国家电网,615,54863.82,491,602
深圳,外部商户,103440342140019,货拉拉（云闪付）,615,70285.69,116,493
上海,外部商户,802310053113513,伴美,605,785.1,605,605
云南,外部商户,896730053110068,淄博继文经贸有限公司,603,78694.55,17,424
黑龙江,外部商户,896260053110553,陕西甲元华电子科技有限公司,598,66972.61,7,284
上海,外部商户,819290049004668,付费通,595,106497.42,270,455
湖南,公共缴费,898430549000260,国网湖南省电力公司邵阳供电分公司,594,48787.89,337,489
广东,外部商户,896580053110311,海南木中录贸易有限公司,589,118690.22,11,286
湖南,公共缴费,001430148140004,中国联合网络通信有限公司长沙市分公司,587,1742.98,138,572
广东,外部商户,896580053110379,广州顺强网络科技有限公司,586,104434.8,7,171
黑龙江,外部商户,896260053110606,西安千知乐信息科技有限公司,585,60602.47,17,321
黑龙江,外部商户,896260053110559,陕西宁翔涛美软件科技有限公司,584,80846.65,17,271
江苏,外部商户,898320448160183,星星充电（公共事业）（云闪付）,584,28499.09,110,532
重庆,外部商户,100502392220106,重庆市公安局交通管理局,577,104739.5,77,353
江苏,外部商户,898320189990103,孩子王（母婴）（云闪付）,570,81445.01,121,511
北京,外部商户,898111953990235,多点,567,30762.31,551,535
总公司,信用卡还款,427980094980001,乌鲁木齐互联还款,567,2134645.39,123,498
上海,外部商户,802310053113377,上海睿泓新能源科技有限公司,566,1075.26,566,566
广东,外部商户,896580053110262,广州天鑫丽灯光设备有限公司,565,86409.67,7,286
内蒙古,公共缴费,898150449000102,国网内蒙古东部电力有限公司赤峰供电公司,563,70675.43,313,522
总公司,信用卡还款,436980094980001,宁夏互联网还款,539,1643694.22,101,487
广东,外部商户,896580053110228,广州洪财商贸有限公司,536,81034.09,16,361
黑龙江,外部商户,896260053110554,陕西锦睿江商贸有限公司,529,59902.66,9,272
上海,外部商户,104310053116756,日上免税,528,1076110.58,84,367
湖南,公共缴费,898432549000016,国网湖南省电力公司娄底供电分公司,519,41959.62,390,457
福建,公共缴费,008350757220001,中国联通有限公司南平分公司,511,288.62,494,476
总公司,信用卡还款,113000094980001,昆仑银行互联还款,507,1277143.87,136,481
青岛,公共缴费,103053249000015,山东电力集团公司青岛供电公司,501,23335.62,399,452
上海,公共缴费,310310049003135,上海付费通信息服务有限公司,494,29052.47,286,472
四川,外部商户,896650053110094,成都明扬齐商贸有限公司,492,72306.86,8,234
厦门,外部商户,896393053110475,西安宇萨州商贸有限公司,485,51710.16,15,213
广东,外部商户,896580053110227,深圳市顺洁朋建材有限公司,482,94099.65,11,275
厦门,外部商户,802350245110524,厦门航空,478,555569.12,388,329
江苏,外部商户,898320147840101,江苏通行宝智慧交通科技有限公司,473,475055.05,50,405
总公司,信用卡还款,417350194980011,福建农信信用卡还款,469,1716352.24,89,405
总公司,信用卡还款,947340194980001,安徽农信信用卡还款,459,1369838.39,148,443
山东,外部商户,103053145110002,山东航空股份有限公司,456,408314.33,426,259
上海,外部商户,951290063000011,创利通互联网科技有限公司,454,82580.15,30,253
北京,外部商户,104100554111442,1号店,445,78073.71,213,373
上海,外部商户,802310055330514,途虎,441,163172.3,120,405
海南,公共缴费,001460148120015,移动缴费,439,4084.67,377,347
总公司,信用卡还款,409451094980001,齐鲁银行信用卡还款,437,1552923.03,101,405
天津,公共缴费,898120048140134,中国移动通信集团天津有限公司（移动绑定）,436,3429.04,396,410
北京,外部商户,898110254990370,本来生活,435,46699.8,426,362
重庆,服务类,100502392220102,重庆市财政局（交通罚没款）,429,74665.25,40,194
总公司,信用卡还款,101450094980002,广西农村信用社信用卡还款,427,2115728.24,75,354
上海,外部商户,853290053111812,中粮我买网,423,46257.78,423,400
上海,外部商户,105290000010531,光明随心订（乳制品）（云闪付）,418,69617.28,412,348
陕西,外部商户,802610053110515,浙江微能科技,416,503.01,412,415
四川,外部商户,896650053110130,西安吉长附商贸有限公司,415,56395.84,9,219
总公司,信用卡还款,525980094980001,浙江民泰互联还款,410,1637152.25,77,374
广东,外部商户,896580053110251,广州智鹏建材有限公司,409,57344.23,16,192
四川,外部商户,802510045110523,四川航空(航空售票)(云闪付),408,414263.98,335,284
北京,外部商户,898111948160533,神州优车(福建)信息技术有限公司,406,72233.01,86,346
广东,外部商户,896580053110289,陕西浩博真商贸有限公司,405,56208.3,10,276
青岛,外部商户,105053255410009,能链石化科技有限公司,402,85095.68,127,397
上海,外部商户,102310054112103,上海飞牛集达电子商务有限公司,402,31486.4,150,332
福建,公共缴费,008350457220001,中国联通有限公司三明分公司,402,238.48,390,373
四川,外部商户,896650053110119,西安克铭辉贸易有限公司,397,47135.8,13,172
青岛,公共缴费,103053249000051,青岛市公用事业收费服务中心,396,7191.23,360,393
甘肃,公共缴费,581620192226668,甘肃银行交通罚款,387,62478.3,27,187
黑龙江,外部商户,896260053110565,渭南宋恩兔商贸有限公司,386,38865.45,20,176
上海,外部商户,802310045110550,中国东方航空,386,520647.77,114,341
总公司,信用卡还款,908441194980001,顺德农商行信用卡还款,381,1334057.26,98,350
上海,外部商户,104310058133373,星巴克（广东）,379,20861.32,80,360
广东,外部商户,896580053110274,广州残愁网络科技有限公司,379,70316.77,11,143
广东,外部商户,896580053110229,广州姜勇商贸有限公司,377,68554.49,9,173
湖南,公共缴费,898430449000832,行业商户（电力）,377,23943.66,262,353
吉林,公共缴费,898220149003333,长春燃气缴费后端,372,798.69,367,355
重庆,公共缴费,102501349000199,利安汇生活社区服务（重庆燃气缴费）,372,43313.25,151,261
湖南,公共缴费,898430749000194,国网湖南省电力有限公司常德供电分公司,370,19534.29,258,338
吉林,公共缴费,945220183987708,吉林省电力有限公司长春供电公司,366,13686,302,345
北京,外部商户,869100053990008,小米商城,365,304044.3,136,352
四川,外部商户,898510183981003,四川省交通罚没款,363,44386.04,32,190
辽宁,外部商户,898210792220002,（特约）锦州市公安局交通警察支队,362,40143.25,62,244
总公司,信用卡还款,538980094980001,湖南农信互联还款,360,1762748.64,44,300
北京,外部商户,898111942150110,达疆网络科技（上海）有限公司,356,9366.74,74,255
四川,外部商户,896650053110107,西安莱金宝商贸有限公司,354,30488.43,10,190
四川,外部商户,896650053110105,西安康达慧尔商贸有限公司,352,41435.4,3,154
云南,外部商户,896730053110063,武汉罗泉商贸有限公司,349,72499.47,10,156
深圳,外部商户,802440375230513,捷停车（云闪付）,347,3889.83,307,316
总公司,信用卡还款,904584094980001,深圳农村商业银行信用卡还款,343,1321152.57,58,316
上海,公共缴费,310310049003148,上海付费通信息服务有限公司燃气缴付,340,48038.3,193,324
浙江,外部商户,896330053110071,上海二汝实业有限公司,340,79248.55,7,177
上海,外部商户,802310041120503,高铁管家（票务）（云闪付）,334,103916.83,67,284
湖南,公共缴费,898431149000019,国网湖南省电力有限公司永州供电分公司,328,37243.67,205,299
上海,服务类,802310058120506,浙江微能科技,327,1619.5,325,318
湖南,外部商户,898430192220006,交通违法处理平台（长沙支队）,323,39378,0,239
广东,外部商户,896580053110297,西安多飞皇信息科技有限公司,323,34964.74,9,106
总公司,信用卡还款,461980094980001,长沙银行互联还款,322,1287585.46,68,282
厦门,外部商户,896393053110476,西安元嘉馨商贸有限公司,322,37033.32,7,124
大连,外部商户,898210275120191,曹操出行（充值）,321,20175.52,106,295
安徽,外部商户,802340075420500,巨迈科技,317,5474.13,288,295
厦门,外部商户,896393053110449,广州原奇贸易有限公司,316,46309.06,4,160
上海,外部商户,102310070115094,首旅如家,315,81193.81,76,274
湖南,公共缴费,898430249001879,国网湖南省电力有限公司株洲供电分公司,315,25418.16,195,263
四川,外部商户,896650053110135,西安鑫索科网络科技有限公司,313,39902.1,7,141
上海,外部商户,104310058133371,星巴克（北京）,312,17798.94,76,304
大连,外部商户,898210275120199,曹操出行（实时）,312,6452.89,4,218
总公司,信用卡还款,401980094980001,上海农商互联还款,309,1273854.02,143,276
黑龙江,外部商户,896260053110537,西安网熹煌网络科技有限公司,308,44437.81,3,146
湖南,外部商户,898430192220001,湖南省交通违法处理自助服务平台(高支队),307,66855,0,274
总公司,信用卡还款,473980094980001,泰隆互联网还款,306,1236481.85,98,283
总公司,信用卡还款,651525094980002,湖北省农村信用社信用联合社信用卡还款,301,1010913.81,71,273
浙江,外部商户,896330053110085,杭州尚勤智能科技有限公司,301,34978.38,6,194
湖南,公共缴费,898430649001738,行业商户（电力）,294,14621.69,184,263
黑龙江,外部商户,896260053110608,西安通慧达丰信息科技有限公司,294,53775.98,1,143
湖南,公共缴费,001430448140002,移动行业商户,292,644.51,53,279
四川,外部商户,896650053110120,西安乐仲伯商贸有限公司,291,27690.19,2,156
总公司,信用卡还款,317120094982222,渤海银行信用卡还款,290,1653627.74,37,247
黑龙江,外部商户,896260053110528,陕西万匠一界信息科技有限责任公司,290,27557.86,12,146
深圳,外部商户,939440386510009,智慧安居（乐租家园政府平台房源）,289,2088209.88,38,206
总公司,信用卡还款,412980094980001,温州银行互联还款,288,1351430.22,55,232
上海,服务类,310310193992948,浦发银行上海分行(上海市公共支付平台),286,54871.75,0,81
黑龙江,外部商户,896260053110569,西安金熙哲商贸有限公司,285,32201.49,11,141
浙江,外部商户,896330053110074,梨树县春赫建筑工程有限公司,284,60340.92,4,164
大连,外部商户,898210248160313,普天新能源有限责任公司(新能源汽车充电站),281,10417.07,262,271
江苏,外部商户,898320148140970,中国移动通信集团江苏有限公司,280,20325.19,125,270
黑龙江,外部商户,896260053110536,西安尚迪斯商贸有限公司,279,36129.54,2,105
云南,外部商户,896730053110071,西安曲顺航信息科技有限公司,279,33528.71,6,118
上海,外部商户,802310072990524,都学网络科技(北京)有限公司,279,2790,279,279
总公司,信用卡还款,322980094980001,渣打互联网还款,278,1598235.73,54,245
北京,外部商户,898110253116852,本来生活,278,19120.97,5,26
北京,外部商户,104100542151428,便利蜂,275,3149.21,116,247
浙江,外部商户,906330148160038,大话2经典版藏宝阁,274,89176.78,20,158
上海,外部商户,802310049000534,石化上海,274,329650,0,263
湖南,公共缴费,898430949001498,国网湖南省电力公司益阳供电分公司,271,17376.27,175,246
福建,公共缴费,008350157220001,中国联通有限公司福州分公司(东街营业厅),267,1220.08,150,254
湖南,公共缴费,001432548140002,移动行业商户,266,589.56,83,257
内蒙古,公共缴费,898150249000186,包头市供水总公司(包头供水),265,213.39,263,255
黑龙江,外部商户,896260053110529,陕西兆森邦信息科技有限公司,264,22932.85,8,204
黑龙江,外部商户,896260053110367,邯郸市丛台区本汇贸易有限公司,264,92072.57,7,70
四川,外部商户,896650053110122,西安茂德轩商贸有限公司,264,36689.78,6,134
贵州,公共缴费,443701049000175,（特约）贵州煤气,261,30186.73,145,251
贵州,公共缴费,898520149000002,（特约）贵阳供水,260,15994.26,214,253
黑龙江,外部商户,896260053110607,西安索尚科网络科技有限公司,257,32151.91,4,149
总公司,信用卡还款,966510194980001,四川农信信用卡还款,256,761521.07,56,227
总公司,信用卡还款,478450194984079,广西北部湾银行信用卡还款,254,817543.27,25,236
黑龙江,外部商户,896260053110562,陕西威嘉光商贸有限公司,251,39720.81,8,119
河南,外部商户,898410149000082,电力缴费,251,48462.65,44,221
总公司,外部商户,105640192220005,宁夏交警,248,32726.48,30,178
上海,外部商户,802310051720505,石化上海,247,74366.27,0,189
大连,外部商户,898210248160334,普天新能源有限责任公司(新能源汽车充电站),246,10260.35,198,241
深圳,外部商户,802440345110532,深圳航空,243,226253.98,207,175
总公司,外部商户,105370179950003,山东省体育彩票管理中心,241,12339.86,33,195
上海,外部商户,951290053110059,苏州球酷信息科技有限公司,241,66313.11,27,155
总公司,信用卡还款,406043194980001,吉林银行信用卡还款,239,576004.35,73,217
贵州,公共缴费,898520148140068,中国移动通信集团贵州有限公司贵阳分公司,237,2312.32,217,224
辽宁,外部商户,898210392220002,（特约）鞍山市公安局公安交通管理局,235,34677.38,23,96
总公司,信用卡还款,422980094980002,河北银行互联还款,233,1061984.92,86,208
上海,外部商户,104310058133387,星巴克（上海）,232,12946.46,54,219
湖南,公共缴费,001431148140002,永州移动代扣行业商户,231,740.22,68,222
上海,外部商户,104310058133372,星巴克（成都）,230,11740.94,47,222
黑龙江,外部商户,896260053110534,西安瑞丰竣商贸有限公司,230,18620.06,4,134
福建,公共缴费,417350586510005,泉州农商银行党委（党费）,228,7165,0,228
上海,外部商户,951290070130002,广州金盛乐乎公寓管理有限公司,227,74292.18,12,130
广东,外部商户,802440048990972,酷狗音乐,226,25110,0,120
厦门,外部商户,853393015207269,众炎港中地产公司,223,77765.7,3,94
云南,外部商户,896730053110023,昆明叠恳商贸有限公司,222,35141.53,7,124
厦门,公共缴费,027350249000014,厦门电业局缴费业务,221,66998.33,60,101
四川,外部商户,896650053110128,西安企航程商贸有限公司,220,35527.94,2,78
辽宁,外部商户,898210492220003,（特约）抚顺市公安局交通警察支队罚没,219,38302.19,39,144
福建,公共缴费,008350257220003,福建省移动通信责任有限公司厦门市分公司,216,72.7,156,207
河北,公共缴费,898130193994152,国网衡水供电公司,216,725.15,213,196
内蒙古,公共缴费,898150749000106,内蒙古东部电力有限公司呼伦贝尔电业局,214,8691.12,150,192
北京,外部商户,929100048169830,微店（商城）（云闪付）,213,52527.12,0,173
总公司,外部商户,898440673990686,西安灵口商贸有限公司,211,11862.86,56,156
黑龙江,外部商户,896260053110520,山西博创腾达商贸有限公司,211,49627.65,3,78
贵州,公共缴费,898520149000117,贵州电网有限公司贵阳供电局,210,53412.22,149,183
云南,外部商户,896730053110072,西安仁聚源商贸有限公司,209,33744.96,2,111
内蒙古,公共缴费,898150149000006,内蒙古电力（集团）呼和浩特供电局,209,6869.16,166,181
广东,外部商户,896580053110267,北京飞腾达业商贸有限公司,209,43010.43,2,100
湖南,公共缴费,001430348140002,湘潭市雨湖区移动行业商户,208,962.02,143,201
甘肃,公共缴费,447620192220009,兰州银行交通罚款（后台）,207,36050.63,14,109
辽宁,外部商户,898211392220008,朝阳市公安局交通警察支队罚没（特约）,203,33277.38,28,130
厦门,外部商户,896393053110479,西安华胜文商贸有限公司,203,34002.02,4,128
上海,外部商户,303310041110821,上海公共交通卡股份有限公司,203,11934.55,94,182
上海,公共缴费,310310049003147,上海付费通信息服务有限公司公用事业类缴费,203,49684.19,90,173
广东,外部商户,8215950481600XK,海南爱斯宾奴网络科技有限公司,202,57375.63,23,114
天津,外部商户,898120092220152,交通管理局(互联网交通安全综合服务平台),200,30916.68,50,138
厦门,外部商户,896393053110452,贵州华海凌天科技有限公司,200,43498.55,2,99
河南,外部商户,898410593110065,河南国税互联网财税库银（安阳）,200,94481.1,0,133
福建,公共缴费,008350357220003,福建移动通信有限责任公司莆田分公司,200,194.67,62,192
广东,外部商户,8215810594100WH,鹏锋科技,199,134427.55,9,94
上海,外部商户,898319853112033,i百联（停车缴费）（云闪付）,198,1170.28,173,193
贵州,外部商户,443701086510018,贵州省公安厅交通管理科学研究所,196,18938.99,34,138
厦门,外部商户,853393059437443,惠朗电子商务公司,195,49291.59,6,145
湖南,公共缴费,001431248140002,移动行业商户,195,847.64,17,186
总公司,信用卡还款,050602094980000,东莞银行信用卡还款,194,624783.53,48,175
大连,外部商户,802210253110507,邻趣,194,6734.25,174,171
黑龙江,外部商户,896260053110556,陕西硫硅肆电子科技有限公司,193,29723.48,5,85
安徽,外部商户,898340148140054,中国移动通信集团安徽有限公司（手机支付）,192,9332.71,114,182
湖南,公共缴费,001430648140002,移动行业商户,192,944.49,32,186
总公司,信用卡还款,413980094980002,重庆农商互联还款,191,626628.63,69,178
上海,外部商户,102310092220007,上海交警（罚没款）（云闪付）,191,39131,0,131
四川,外部商户,898510193990022,四川省财政厅,190,21430.65,38,123
湖南,公共缴费,898431249000006,国网湖南省电力有限公司怀化供电分公司,190,14343.12,101,169
北京,外部商户,898111979220120,看购,189,1362.71,67,188
天津,服务类,898120092220011,交管(驾驶员管理卡)业务市区,188,34169.16,15,89
总公司,信用卡还款,454424094980001,九江银行互联还款,188,425248.58,43,173
北京,外部商户,104100542151456,便利蜂,188,3100.71,112,180
总公司,信用卡还款,570980094980001,华融湘江互联还款,187,930745.72,45,163
四川,外部商户,896650053110060,成都立清说科技有限公司,186,44611.21,4,111
辽宁,外部商户,898210892220010,（特约）营口经济技术开发区公安局交通警察,186,29356.07,10,72
总公司,外部商户,821290059990QDR,上海邮乐网络技术有限公司,183,6638.84,170,149
总公司,信用卡还款,444791094980001,西安银行信用卡还款,182,424851.85,49,175
四川,外部商户,896650053110095,西安达科汇网络技术有限公司,181,39433.68,7,94
浙江,外部商户,906330148160051,网易点卡,179,19789.9,27,111
青岛,外部商户,898053255410003,特来电新能源有限公司（充电站）,176,7624.68,0,159
广东,外部商户,896580053110138,宁德市碧银商贸有限公司,175,157523.19,7,74
