分公司,商户类型,商户号,商户名称,交易笔数,交易金额,优惠交易笔数,用户数
总公司,转账或信用卡还款,001980099990002,银联转账（云闪付）,443638,1251135065.29,101202,335966
总公司,信用卡还款,001980099990002,银联转账（云闪付）,443638,1251135065.29,101202,335966
总公司,信用卡还款,307980094985840,平安信用卡中心还款业务(深圳),85872,521149553.38,15363,76220
总公司,信用卡还款,303980094985841,光大卡中心信用卡还款（深圳线上）,82964,481676500.61,14670,71759
总公司,信用卡还款,302980094985840,中信银行信用卡还款(深圳),79030,450042268.74,14335,73050
总公司,信用卡还款,310980094985842,浦发银行信用卡还款,54265,289028875.53,10354,48358
深圳,信用卡还款,886584060129993,招行信用卡还款,53430,441342185.74,9261,49448
深圳,信用卡还款,886584060129963,民生银行,43072,272662058.75,6990,39007
总公司,信用卡还款,306980094985840,广发信用卡还款(深圳),40440,340730483.85,6325,36592
总公司,信用卡还款,309980094985840,兴业银行信用卡还款,39351,308615118.04,5912,36170
总公司,信用卡还款,304980094985840,华夏银行信用卡中心,29380,150388706.74,5061,26490
北京,外部商户,104100554111444,京东商城平台商户,24706,6650236.13,6924,21001
上海,外部商户,898310172110109,U净,23191,19894.52,22586,16392
总公司,公共缴费,303440149000003,光大股份有限公司,22336,419608,19068,20714
上海,外部商户,802080290000015,中国铁路网络有限公司,20910,4212300.02,9125,17886
天津,外部商户,802120041110500,云闪付乘车码,19220,39707.52,5229,16066
总公司,充值,802301048140001,欧飞(移动),12079,826579.1,5655,11271
浙江,外部商户,822331041310017,杭州市公共交通集团（电子客票）,9282,24906.6,3422,9123
上海,外部商户,937310053110017,唯品会,8924,2477187.21,2408,7767
北京,外部商户,898111953111590,京东到家,8208,702106.24,7768,6317
总公司,信用卡还款,413980094980001,广州互联网还款,7942,52520138.63,979,7183
上海,外部商户,301310047220005,携程旅行网,7723,7502601.91,1713,5939
厦门,外部商户,898352241110101,(特约)厦门轨道交通集团有限公司,6566,19056.95,569,4313
总公司,充值,103330148140003,浙江开心果网络科技有限公司（移动）,5813,415238.9,2945,5473
江苏,外部商户,949300053110002,悦趣科技,5655,436087.45,366,2160
总公司,信用卡还款,401980094985840,上海银行信用卡中心还款业务(深圳),4248,17054434.55,862,3878
青岛,外部商户,898053289990086,浙江集享电子商务有限公司,4146,408551.94,3437,2859
贵州,公共缴费,443701092220174,（特约）贵州交罚,4032,307040.6,290,1673
宁夏,外部商户,898640153991433,多点新鲜（北京）电子商务有限公司,3931,309395.56,3679,3397
总公司,信用卡还款,508300094980001,江苏银行互联还款,3501,16908690.15,1443,3127
北京,外部商户,898111953990224,多点,3282,189075.68,2829,2966
福建,公共缴费,008350183980012,福建省电信有限公司,3107,16602.6,2628,2878
广东,外部商户,607441075120202,深圳万顺叫车云信息技术有限公司,3033,1508946.9,126,508
河北,外部商户,898130675120169,欧拉信息服务有限公司,3007,27756.87,2519,2555
厦门,外部商户,898352273991738,依然洁（自助洗衣）（云闪付）,2865,4200.65,2861,2766
总公司,信用卡还款,586410194980002,中原银行股份有限公司信用卡还款,2778,9579178.07,428,2537
福建,公共缴费,008350757220003,福建移动通信有限责任公司南平分公司,2773,652.78,2681,2597
福建,公共缴费,008350457220003,福建省移动通信有限责任公司三明分公司,2630,1117.57,2532,2486
山东,公共缴费,898053649000010,国网山东省电力公司,2577,115228.8,2288,2406
北京,外部商户,104100554111443,京东商城平台商户,2565,203015.51,0,1103
总公司,信用卡还款,321000194980002,汇丰银行互联网还款,2508,14160537.68,402,2276
河南,公共缴费,898410149000103,河南电力缴费,2376,291884.32,1911,1771
辽宁,公共缴费,826221049004053,国网辽宁省电力有限公司沈阳供电公司,2375,40592.5,2177,2233
总公司,充值,802301048140002,欧飞(电信),2327,184418.09,1026,2195
总公司,信用卡还款,448421094989999,江西银行信用卡还款,2311,11786660,599,2006
江苏,外部商户,898320554992444,食行生鲜（综合零售）（云闪付）,2308,81466.78,927,1648
总公司,信用卡还款,461980094980001,长沙银行互联还款,2210,7251513.46,464,1947
总公司,信用卡还款,316000194983000,浙商银行互联网还款,2124,11391317.84,346,1857
总公司,信用卡还款,490130794981001,张家口银行信用卡还款,2087,10002051.83,348,1785
总公司,充值,802301048140003,欧飞(联通),2068,132033.37,1028,1952
北京,外部商户,817100058141129,（特约）美团点评,2060,107481.24,461,1953
湖北,外部商户,105521000004361,湖北省公安交通管理局,1929,253901.17,255,1132
河南,外部商户,802410042150500,（特约）UU跑腿同城配送,1922,43246.66,1898,1535
总公司,信用卡还款,450452094980651,青岛银行信用卡还款,1891,7430065.97,317,1738
黑龙江,外部商户,102230192220001,(特约)黑龙江省交警总队,1863,186732.63,275,1055
四川,外部商户,103510148991003,成都天府通金融服务股份有限公司,1802,38594.92,437,1754
辽宁,外部商户,898210141120019,辽宁新天地铁科技有限公司,1709,42527.67,345,1677
北京,外部商户,898111953990221,多点,1699,130900.68,1651,1554
上海,外部商户,802310053113338,学志（深圳）教育科技有限公司,1663,3416.93,1663,1663
北京,外部商户,898110254993961,美菜网(食品销售)(云闪付),1645,337921.96,1625,1239
总公司,信用卡还款,440980094983600,徽商银行信用卡中心,1618,6409886.1,495,1457
大连,外部商户,898210275120200,曹操出行（实时）,1606,26887.12,326,1313
总公司,信用卡还款,442980094989800,哈尔滨银行信用卡中心(),1549,7118525.77,278,1407
北京,外部商户,898111953990231,多点,1516,101236.58,1398,1343
湖南,外部商户,918551048140005,中国移动,1496,78194.18,633,1393
浙江,外部商户,906330153110032,网易严选,1425,305473.57,1391,1288
总公司,信用卡还款,448640094980002,海口农商行信用卡还款,1422,5994104.88,314,1167
总公司,充值,103330148160003,浙江开心果网络科技有限公司（电信）,1395,121401.57,646,1308
总公司,信用卡还款,320980094985840,东亚银行信用卡中心,1390,6113782.24,217,1263
安徽,公共缴费,898340849000159,安庆港华燃气,1358,1731.03,1347,1229
总公司,信用卡还款,417980094982210,盛京银行信用卡中心,1348,3834534.37,327,1220
陕西,外部商户,103790049000002,陕西省财政厅,1309,153363.18,142,733
广东,外部商户,896580053110292,陕西鹏泰美商贸有限公司,1305,136177.55,31,719
黑龙江,外部商户,896260053110532,西安罗洋商贸有限公司,1292,100286.84,29,556
广东,外部商户,896580053110296,武汉澳淄茂科技有限公司,1283,122127.8,22,604
黑龙江,外部商户,896260053110458,武汉绿熙科技有限公司,1283,126032.67,24,613
四川,外部商户,896650053110091,河南泓之祥网络科技有限公司,1283,140006.17,23,695
浙江,外部商户,906330148160038,梦幻西游藏宝阁,1262,595377.76,106,793
总公司,信用卡还款,479980094985840,包商银行信用卡中心,1262,6338413.97,207,1120
黑龙江,外部商户,896260053110531,西安拢茗科商贸有限公司,1201,111847.38,19,445
上海,外部商户,898319853111173,i百联（百货）（云闪付）,1200,93229.74,1129,864
福建,公共缴费,008350157220003,中国移动通信集团福建有限公司福州分公司,1199,2021.16,647,1132
黑龙江,外部商户,896260053110533,西安妙联怡商贸有限公司,1198,106532.63,29,437
黑龙江,外部商户,896260053110526,陕西大宇芊信息科技有限公司,1190,112242.83,26,498
总公司,信用卡还款,449161094980002,晋商银行信用卡还款,1178,4112516.81,228,1039
总公司,信用卡还款,429330194980001,浙江农信互联还款,1167,3044149.03,340,1075
总公司,信用卡还款,443701094980087,贵阳银行信用卡还款,1153,3369661.58,150,1043
总公司,信用卡还款,505581094980001,广州农商互联还款,1153,5721018.18,171,1028
内蒙古,公共缴费,898150249000007,（特约）内蒙古电力包头供电局,1113,6479.81,1056,1023
湖南,公共缴费,898430349000097,国网湖南省电力有限公司湘潭供电分公司,1092,43097.6,916,989
大连,外部商户,802210253110511,蜗牛睡眠,1091,281.7,1091,1091
深圳,外部商户,898440355410714,深圳易加油信息科技有限公司,1090,228074.07,1012,1070
总公司,信用卡还款,319980094989801,花旗还款互联网,1070,7784592.3,205,932
总公司,信用卡还款,559521094980003,武汉农商行互联还款,1068,4946836.12,244,958
大连,外部商户,898210278320242,万达电影股份有限公司,1019,50287.66,357,924
广东,外部商户,896580053110371,西安安帅服饰商贸有限公司,1007,108677.09,23,493
辽宁,外部商户,898210192220009,（特约）沈阳市公安局交通警察支队,1006,135357.25,108,461
黑龙江,外部商户,896260053110575,河南裕泰达鑫商贸有限公司,954,97365.81,23,553
黑龙江,外部商户,896260053110559,陕西宁翔涛美软件科技有限公司,937,108345.11,39,527
大连,外部商户,898210292220114,大连市公安局交通警察支队,925,120462.88,146,475
四川,外部商户,896650053110130,西安吉长附商贸有限公司,923,90980.36,11,447
深圳,外部商户,802440348140539,银联U享平台（流量充值）（云闪付）,915,2505.4,855,876
四川,公共缴费,898510148140163,荟生活,886,110384.62,341,819
四川,服务类,898510192220016,四川银联交警认缴后端商户,885,96708.32,73,386
四川,外部商户,898510192220011,四川省交通罚没,875,96366.76,9,95
黑龙江,外部商户,896260053110457,武汉林霆商贸有限公司,869,94016.13,16,421
黑龙江,外部商户,896260053110553,陕西甲元华电子科技有限公司,866,97125.25,24,483
广东,外部商户,896580053110161,广州高垒贸易有限公司,863,70687.28,16,329
总公司,信用卡还款,435491094980002,郑州银行信用卡还款,859,3030038.54,158,770
总公司,外部商户,104044653111061,EMEDIA,848,139433.3,0,725
总公司,信用卡还款,427980094980001,乌鲁木齐互联还款,842,3901579.47,182,681
黑龙江,外部商户,896260053110527,陕西迪宸兴信息科技有限公司,835,86499.21,17,377
北京,外部商户,104110548991190,北京嘉信浩远信息技术有限公司（去哪儿网）,831,788894.72,249,757
上海,公共缴费,310310049003146,上海付费通信息服务有限公司电费缴付,831,163880.82,434,728
浙江,外部商户,906330153110042,考拉海购,821,134584.52,197,522
总公司,信用卡还款,408980094985840,宁波银行信用卡还款（深圳）,807,5608586,303,715
总公司,充值,103330148140002,浙江开心果网络科技有限公司（联通）,807,51547.1,397,768
上海,外部商户,802310053113477,伊美度吧,806,1449.65,806,806
新疆,外部商户,898650193990152,新疆财政非税缴费,791,119780.37,101,521
广东,外部商户,896580053110294,陕西强东瑞贸易有限公司,787,77911.98,16,593
天津,服务类,827100072110001,海尔洗衣（洗熨）（云闪付）,781,2235.47,645,669
上海,外部商户,104310053116756,日上免税,756,2817967.5,107,513
上海,外部商户,951290063000011,创利通互联网科技有限公司,754,120859.56,60,366
黑龙江,外部商户,896260053110561,陕西松威网络科技有限公司,744,86248.63,21,363
广东,外部商户,896580053110228,广州洪财商贸有限公司,743,98698.76,25,464
广东,外部商户,896580053110229,广州姜勇商贸有限公司,741,99097.44,18,404
广东,外部商户,896580053110262,广州天鑫丽灯光设备有限公司,740,99597.09,12,321
福建,公共缴费,008350657220003,福建移动通信有限责任公司漳州分公司,734,839.21,534,693
广东,外部商户,896580053110311,海南木中录贸易有限公司,733,116046.29,14,292
黑龙江,外部商户,896260053110540,西安易通百商贸有限公司,700,84056.93,12,260
总公司,信用卡还款,113000094980001,昆仑银行互联还款,693,2003264.26,200,644
江苏,外部商户,950320157220013,苏宁易购,674,300220.05,323,589
上海,外部商户,819290049004668,付费通,667,106413.05,300,503
上海,外部商户,802310053113513,伴美,667,849.23,667,667
云南,外部商户,896730053110067,淄博桂芹经贸有限公司,667,76959.35,25,333
黑龙江,外部商户,896260053110537,西安网熹煌网络科技有限公司,665,76590.66,4,280
青岛,外部商户,898053255410020,特来电新能源有限公司（充电站）,662,12612.59,74,513
广东,外部商户,896580053110303,海南奇占英汽车服务有限公司,662,129943.24,9,257
云南,外部商户,896730053110068,淄博继文经贸有限公司,656,70887.06,25,332
北京,外部商户,898111953990235,多点,646,40454.77,630,605
广东,外部商户,896580053110251,广州智鹏建材有限公司,642,71061.91,22,349
四川,外部商户,896650053110094,成都明扬齐商贸有限公司,630,112442.66,9,292
黑龙江,外部商户,896260053110459,武汉钦汶商贸有限公司,625,97476.12,9,277
黑龙江,外部商户,896260053110536,西安尚迪斯商贸有限公司,613,65518.81,8,197
总公司,信用卡还款,409451094980001,齐鲁银行信用卡还款,606,1775706.36,146,559
大连,公共缴费,001210249000099,辽宁省电力有限公司大连供电公司,605,14281.79,560,560
福建,公共缴费,008350557220003,福建省移动通信责任有限公司泉州分公司,595,35191.74,205,538
黑龙江,外部商户,896260053110554,陕西锦睿江商贸有限公司,586,62186.37,16,369
大连,外部商户,898210248160447,浙江百年奥莱电子商务有限公司,582,51679.32,582,363
福建,服务类,309350193110003,国家税务总局福建省税务局,580,146049.9,579,318
黑龙江,外部商户,896260053110555,陕西凯博森信息科技有限公司,575,67447.96,16,384
黑龙江,外部商户,896260053110556,陕西硫硅肆电子科技有限公司,566,67380.17,19,421
总公司,信用卡还款,311290094988001,恒丰银行互联网还款,563,2980487.3,85,506
天津,公共缴费,898120049000600,国家电网,561,48078.63,463,548
总公司,信用卡还款,473980094980001,泰隆互联网还款,556,3517036.06,182,476
厦门,外部商户,853393059437443,惠朗电子商务公司,553,104857.98,13,373
安徽,外部商户,822290055416434,（特约）佰付美能源（上海）有限公司,548,99274.85,510,544
厦门,外部商户,896393053110449,广州原奇贸易有限公司,547,69922.93,20,256
上海,公共缴费,310310049003135,上海付费通信息服务有限公司,543,31717.31,309,516
总公司,信用卡还款,436980094980001,宁夏互联网还款,537,1657948.2,87,490
江苏,外部商户,898320448160183,星星充电（公共事业）（云闪付）,534,26168.44,94,495
厦门,外部商户,853393053116716,惠朗电子商务公司,526,71556.29,16,343
湖南,公共缴费,898430549000260,国网湖南省电力公司邵阳供电分公司,525,41880.38,271,440
广东,外部商户,896580053110379,广州顺强网络科技有限公司,519,91359.4,15,186
福建,公共缴费,008350857220003,福建移动通信有限责任公司龙岩分公司,517,526.25,473,495
安徽,服务类,898340193110143,安徽省统一公共支付平台,496,151902.76,35,228
江苏,外部商户,898320189990103,孩子王（母婴）（云闪付）,495,108872.57,107,460
四川,外部商户,896650053110119,西安克铭辉贸易有限公司,492,38506.64,14,220
上海,外部商户,104310058136632,星巴克,490,78821.1,140,478
黑龙江,外部商户,896260053110460,武汉赛苏商贸有限公司,486,98327.84,6,261
湖南,公共缴费,001430148140004,中国联合网络通信有限公司长沙市分公司,482,1158.17,100,467
福建,公共缴费,008350757220001,中国联通有限公司南平分公司,476,81.3,465,447
黑龙江,外部商户,896260053110534,西安瑞丰竣商贸有限公司,476,38268.21,7,253
上海,外部商户,102310054112103,上海飞牛集达电子商务有限公司,470,32616.24,202,429
上海,外部商户,105290000010531,光明随心订（乳制品）（云闪付）,468,94718.79,466,387
上海,外部商户,951290053110059,苏州球酷信息科技有限公司,463,69260.29,15,227
黑龙江,外部商户,896260053110562,陕西威嘉光商贸有限公司,458,54140.25,5,320
天津,公共缴费,898120048140134,中国移动通信集团天津有限公司（移动绑定）,456,4125.37,364,386
湖南,公共缴费,898430149000002,行业商户（电力）,450,39577.29,262,400
重庆,外部商户,100502392220106,重庆市公安局交通管理局,443,81553.63,71,247
广东,外部商户,896580053110289,陕西浩博真商贸有限公司,440,57681.11,23,260
云南,外部商户,896730053110063,武汉罗泉商贸有限公司,439,57014.41,8,219
上海,公共缴费,310310049003148,上海付费通信息服务有限公司燃气缴付,435,53699.68,232,414
总公司,信用卡还款,908441194980001,顺德农商行信用卡还款,426,1518110.4,135,380
江苏,外部商户,898320147840101,江苏通行宝智慧交通科技有限公司,419,397352.7,50,365
黑龙江,外部商户,896260053110565,渭南宋恩兔商贸有限公司,409,43129.7,4,190
广东,外部商户,896580053110227,深圳市顺洁朋建材有限公司,408,52061.23,9,203
江苏,外部商户,898320148140970,中国移动通信集团江苏有限公司,408,31361.29,197,391
青岛,公共缴费,103053249000015,山东电力集团公司青岛供电公司,404,8353.69,324,369
厦门,外部商户,896393053110476,西安元嘉馨商贸有限公司,403,41417.94,9,221
四川,外部商户,896650053110107,西安莱金宝商贸有限公司,396,31181.43,10,194
总公司,信用卡还款,525980094980001,浙江民泰互联还款,385,1801428.37,79,352
上海,外部商户,104310058133386,星巴克（上海）,382,26400.41,109,370
黑龙江,外部商户,896260053110529,陕西兆森邦信息科技有限公司,377,27809.97,6,219
深圳,外部商户,103440342140019,货拉拉（云闪付）,377,41357.32,71,316
黑龙江,外部商户,896260053110564,铜川栗远西商贸有限公司,375,48933.81,6,249
浙江,外部商户,896330053110074,梨树县春赫建筑工程有限公司,372,51133.77,8,180
四川,外部商户,896650053110122,西安茂德轩商贸有限公司,372,43682.75,5,200
内蒙古,公共缴费,898150449000102,国网内蒙古东部电力有限公司赤峰供电公司,365,18318.77,228,331
上海,外部商户,105290075110414,中国（上海）电动汽车租赁官网,365,187851.85,46,298
上海,外部商户,802310055330514,途虎,362,122747.29,119,330
总公司,信用卡还款,317120094982222,渤海银行信用卡还款,360,2150843.44,45,308
湖南,公共缴费,898432549000016,国网湖南省电力公司娄底供电分公司,360,31974.15,249,327
海南,公共缴费,001460148120015,移动缴费,355,3147.59,311,300
福建,公共缴费,008350457220001,中国联通有限公司三明分公司,351,343.41,342,327
总公司,信用卡还款,422980094980002,河北银行互联还款,350,2244047.6,121,301
总公司,信用卡还款,947340194980001,安徽农信信用卡还款,344,1528189.86,97,326
四川,外部商户,896650053110120,西安乐仲伯商贸有限公司,343,30771.65,10,191
总公司,信用卡还款,322980094980001,渣打互联网还款,341,2387310.98,56,298
湖南,公共缴费,898430249001879,国网湖南省电力有限公司株洲供电分公司,341,19265.18,153,219
上海,外部商户,951290070130002,广州金盛乐乎公寓管理有限公司,339,34303.53,9,164
青岛,公共缴费,103053249000051,青岛市公用事业收费服务中心,338,3914.56,313,337
四川,外部商户,896650053110105,西安康达慧尔商贸有限公司,334,31121.49,4,193
吉林,公共缴费,898220149003333,长春燃气缴费后端,334,615.7,328,314
四川,外部商户,896650053110135,西安鑫索科网络科技有限公司,333,33806.38,7,163
北京,外部商户,898111948160533,神州优车(福建)信息技术有限公司,329,68220.81,60,297
广东,外部商户,8215810594100WH,鹏锋科技,329,200320.4,15,125
广东,外部商户,896580053110274,广州残愁网络科技有限公司,323,75863.65,5,138
北京,外部商户,104100554111442,1号店,322,57013.85,148,282
广东,外部商户,898440145110249,中国南方航空,322,576390.3,62,303
黑龙江,外部商户,896260053110528,陕西万匠一界信息科技有限责任公司,321,23239.5,1,151
黑龙江,外部商户,896260053110569,西安金熙哲商贸有限公司,320,30317.15,8,165
黑龙江,外部商户,896260053110535,西安商泰源商贸有限公司,318,28835.1,2,208
四川,外部商户,896650053110060,成都立清说科技有限公司,317,66473.24,14,137
厦门,外部商户,896393053110475,西安宇萨州商贸有限公司,317,37434.5,7,150
总公司,信用卡还款,904584094980001,深圳农村商业银行信用卡还款,311,1772097.03,55,282
上海,服务类,802310058120506,浙江微能科技,311,1390.55,305,303
上海,外部商户,802310045110550,中国东方航空,310,548640.5,70,265
广东,外部商户,896580053110297,西安多飞皇信息科技有限公司,301,26346.58,7,105
上海,外部商户,802310041120503,高铁管家（票务）（云闪付）,300,127626.86,87,254
深圳,外部商户,939440386510009,智慧安居（乐租家园政府平台房源）,300,2219961.95,41,217
总公司,信用卡还款,412980094980001,温州银行互联还款,300,1560655.51,53,253
上海,外部商户,105290054114515,中国建设银行股份有限公司（善融商务）,300,835297.15,9,71
湖南,外部商户,898430192220001,湖南省交通违法处理自助服务平台(高支队),300,66021.5,0,263
湖南,公共缴费,898430749000194,国网湖南省电力有限公司常德供电分公司,300,19858.43,210,277
北京,外部商户,104100542151428,便利蜂,299,4071.23,136,259
湖南,公共缴费,898430449000832,行业商户（电力）,299,23445.03,200,281
总公司,信用卡还款,430980094980001,苏州银行互联还款,297,1263515.06,94,259
北京,外部商户,869100053990008,小米商城,297,206508.84,105,286
广东,外部商户,8215950481600XK,海南爱斯宾奴网络科技有限公司,294,97544.24,22,149
湖南,公共缴费,001430448140002,移动行业商户,292,929.06,42,254
重庆,服务类,100502392220102,重庆市财政局（交通罚没款）,292,59700.06,14,136
湖南,外部商户,898430192220006,交通违法处理平台（长沙支队）,291,34932,0,211
上海,外部商户,802310072990524,都学网络科技(北京)有限公司,289,2900,288,289
广东,外部商户,896580053110293,陕西麒航惠商贸有限公司,287,24104.93,3,151
总公司,信用卡还款,478450194984079,广西北部湾银行信用卡还款,286,1179244.52,32,250
吉林,公共缴费,945220183987708,吉林省电力有限公司长春供电公司,286,13845.23,217,269
四川,外部商户,898510183981003,四川省交通罚没款,286,33547.83,40,181
总公司,外部商户,105370179950003,山东省体育彩票管理中心,284,25637.38,45,219
大连,外部商户,898210275120191,曹操出行（充值）,282,16464.77,93,258
总公司,信用卡还款,101450094980002,广西农村信用社信用卡还款,281,1480961.27,49,239
浙江,外部商户,896330053110071,上海二汝实业有限公司,277,58711.35,5,144
重庆,公共缴费,102501349000199,利安汇生活社区服务（重庆燃气缴费）,274,21786.58,129,195
深圳,外部商户,802440375230513,捷停车（云闪付）,273,3031.69,245,254
上海,外部商户,802310049000534,石化上海,271,330401,0,262
总公司,信用卡还款,538980094980001,湖南农信互联还款,270,1326082.08,30,232
总公司,信用卡还款,651525094980002,湖北省农村信用社信用联合社信用卡还款,268,912141.28,51,241
上海,外部商户,102310070115094,首旅如家,266,64051.84,61,239
湖南,公共缴费,898431149000019,国网湖南省电力有限公司永州供电分公司,265,17732.22,143,239
大连,外部商户,898210275120199,曹操出行（实时）,265,5152.43,5,183
北京,外部商户,898111942150110,达疆网络科技（上海）有限公司,263,7125.12,72,228
黑龙江,外部商户,896260053110608,西安通慧达丰信息科技有限公司,262,33977.98,1,139
厦门,外部商户,853393015207269,众炎港中地产公司,261,84467.49,2,116
安徽,外部商户,802340075420500,巨迈科技,260,4432.51,244,248
湖南,公共缴费,898430949001498,国网湖南省电力公司益阳供电分公司,259,26040.07,143,219
浙江,外部商户,906330148160038,大话2经典版藏宝阁,252,94105.57,10,153
湖南,公共缴费,898430649001738,行业商户（电力）,251,17908.48,135,217
上海,外部商户,104310058133373,星巴克（广东）,242,14494.41,60,235
上海,外部商户,802310051720505,石化上海,240,71604.47,0,182
总公司,信用卡还款,966510194980001,四川农信信用卡还款,239,1203862.04,44,207
甘肃,公共缴费,581620192226668,甘肃银行交通罚款,239,37554.71,26,128
湖南,公共缴费,001432548140002,移动行业商户,236,921.83,67,220
内蒙古,公共缴费,898150249000186,包头市供水总公司(包头供水),236,716.08,230,227
厦门,外部商户,896393053110479,西安华胜文商贸有限公司,236,23362.24,8,153
黑龙江,外部商户,896260053110542,西安昭仁信息科技有限公司,235,26375.6,1,147
广东,外部商户,802440048990972,酷狗音乐,234,34867,0,127
云南,外部商户,896730053110072,西安仁聚源商贸有限公司,232,35469.8,6,125
上海,外部商户,853310056518179,勇昌商贸公司,231,32500.68,6,192
总公司,信用卡还款,401980094980001,上海农商互联还款,229,741273.06,97,213
厦门,外部商户,896393053110452,贵州华海凌天科技有限公司,228,66512.38,1,109
浙江,外部商户,896330053110085,杭州尚勤智能科技有限公司,227,22795.04,5,130
大连,外部商户,898210248160334,普天新能源有限责任公司(新能源汽车充电站),226,9847.84,176,216
云南,外部商户,896730053110066,淄博昌亮电子商务有限公司,226,29315.54,7,104
上海,服务类,310310193992948,浦发银行上海分行(上海市公共支付平台),225,117004.82,0,58
湖南,公共缴费,001430348140002,湘潭市雨湖区移动行业商户,224,837.02,137,209
总公司,信用卡还款,570980094980001,华融湘江互联还款,224,1086660.68,38,202
黑龙江,外部商户,896260053110367,邯郸市丛台区本汇贸易有限公司,223,76297.93,9,78
云南,外部商户,896730053110071,西安曲顺航信息科技有限公司,223,23975.22,11,117
青岛,外部商户,105053255410009,能链石化科技有限公司,221,47833.95,61,219
总公司,信用卡还款,454424094980001,九江银行互联还款,219,529178.21,47,204
黑龙江,外部商户,896260053110607,西安索尚科网络科技有限公司,218,26866.65,4,144
陕西,外部商户,301610173999525,傲立科技,217,56731.46,12,108
上海,外部商户,853290053111812,中粮我买网,215,21550.86,213,197
福建,公共缴费,008350157220001,中国联通有限公司福州分公司(东街营业厅),214,492.08,123,208
总公司,信用卡还款,417350194980011,福建农信信用卡还款,213,1062728.98,58,182
总公司,信用卡还款,406043194980001,吉林银行信用卡还款,212,509339.48,57,199
黑龙江,外部商户,896260053110520,山西博创腾达商贸有限公司,209,37049.62,4,94
上海,外部商户,898319853112033,i百联（停车缴费）（云闪付）,209,1773.04,168,204
北京,外部商户,898110254990370,本来生活,208,22258.7,203,192
上海,公共缴费,310310049003147,上海付费通信息服务有限公司公用事业类缴费,207,74950.09,97,180
贵州,外部商户,443701086510018,贵州省公安厅交通管理科学研究所,207,21737.5,29,145
四川,外部商户,821510159218088,1919快喝,205,26415.04,23,74
黑龙江,外部商户,896260053110543,西安祯享购商贸有限公司,205,24895.23,2,126
大连,外部商户,898210248160313,普天新能源有限责任公司(新能源汽车充电站),203,7938.7,187,200
天津,服务类,898120092220011,交管(驾驶员管理卡)业务市区,203,33458.64,10,68
北京,外部商户,898111953990252,多点,202,13516.13,189,183
辽宁,外部商户,898210792220002,（特约）锦州市公安局交通警察支队,200,21240.25,25,128
厦门,外部商户,853393059437508,勇昌商贸公司,200,32140.63,9,148
广东,外部商户,896580053110267,北京飞腾达业商贸有限公司,200,45092.46,4,109
湖南,公共缴费,898431249000006,国网湖南省电力有限公司怀化供电分公司,199,20763.38,81,171
黑龙江,外部商户,853260057342449,同舟计算机公司,195,87421.28,8,116
黑龙江,外部商户,853260073922475,恩泽电子商务公司,194,61995.64,2,81
辽宁,公共缴费,826229049004001,国网辽宁省电力有限公司阜新供电公司,194,10096.32,93,183
上海,外部商户,102310092220007,上海交警（罚没款）（云闪付）,192,37029,0,143
云南,外部商户,896730053110023,昆明叠恳商贸有限公司,192,56767.82,9,121
黑龙江,外部商户,896260053110454,湖南彼凋贸易有限公司,191,59655.98,2,103
湖南,公共缴费,001430648140002,移动行业商户,190,620.8,25,181
内蒙古,公共缴费,898150749000106,内蒙古东部电力有限公司呼伦贝尔电业局,189,10470.54,125,163
四川,外部商户,896650053110112,龙岩市宏能商贸有限公司,188,51051.72,2,92
总公司,信用卡还款,441980094980001,重庆互联网还款,188,588775.41,57,179
贵州,公共缴费,898520148140068,中国移动通信集团贵州有限公司贵阳分公司,187,1656.19,162,176
河北,公共缴费,898130193994152,国网衡水供电公司,185,1082.63,181,171
北京,外部商户,898111953990234,多点,184,11748.22,174,166
福建,公共缴费,008350257220003,福建省移动通信责任有限公司厦门市分公司,184,87.14,134,179
内蒙古,公共缴费,898150149000006,内蒙古电力（集团）呼和浩特供电局,181,6488.74,132,156
四川,外部商户,896650053110114,保定客凯商贸有限公司,181,49096.9,4,93
广东,外部商户,105440148999918,广州市妇儿医疗,181,21983.42,15,135
黑龙江,外部商户,853260073922395,恩泽电子商务公司,180,92295.31,5,105
黑龙江,外部商户,896260053110448,陕西部吉迪格信息科技有限公司,178,60609.96,2,88
黑龙江,外部商户,853260055332466,同舟汽车销售公司,178,95493.41,7,125
北京,外部商户,898111953990237,多点,177,10258.17,176,171
青岛,外部商户,898053255410003,特来电新能源有限公司（充电站）,177,7897.51,0,157
四川,外部商户,896650053110125,西安觅绘商贸有限公司,177,26693.78,5,78
上海,外部商户,802310070110648,上海尚旅网络科技有限公司,177,72366.34,164,158
总公司,信用卡还款,050602094980000,东莞银行信用卡还款,177,580024.89,56,166
总公司,外部商户,105640192220005,宁夏交警,173,24173.28,34,130
厦门,公共缴费,027350249000014,厦门电业局缴费业务,171,60833.3,61,100
北京,外部商户,898111953990226,多点,170,10849.83,167,160
上海,外部商户,802310072780560,上海国拍,170,169780.86,72,169
贵州,公共缴费,898520149000117,贵州电网有限公司贵阳供电局,170,31835.33,140,160
四川,外部商户,896650053110121,西安龙千宏商贸有限公司,169,22450.29,4,124
上海,外部商户,104310058133372,星巴克（成都）,168,9158.64,40,163
新疆,服务类,898650193990155,新疆维吾尔自治区财政厅信息网络中心,167,17337.08,2,25
浙江,外部商户,896330053110026,上海靠著贸易有限公司,167,86550,0,60
